,Unnamed: 0,Unnamed: 0.1,id,price,rating,review_cou,is_closed,zip_code,epsg25832_,epsg2583_1,epsg4326_l,epsg4326_1,Bezirk_Nam,Stadtteil,success
1134,1134,1134,Pyji-ufSPZKXFRqShhWaDw,€€€,3.5,33,False,20355.0,565418.29334,5935180.45763,53.56142,9.98766,Hamburg-Mitte,St.Pauli,-0.27189326467436625
1135,1135,1135,8NpYCMFZhtu6zeu11FDIqg,€,4.5,4,False,20459.0,565128.74142,5933846.01232,53.549459999999996,9.98301,Hamburg-Mitte,Neustadt,0.3360489732962082
1136,1136,1136,ZBRzLvmgQIcNGlrS2gRhFg,,3.0,1,False,20095.0,566211.1277,5933773.951690001,53.548680000000004,9.99933,Hamburg-Mitte,Hamburg-Altstadt,-1.64718474117817
1137,1137,1137,yz36Nc9bkojjy9YlbGGGJg,€€,3.5,174,False,20095.0,565820.5354899999,5933863.09098,53.549530000000004,9.99345,Hamburg-Mitte,Hamburg-Altstadt,2.9766265290914578
1138,1138,1138,2SEBPPUQSM1UsiRegpC9ZQ,€€€,4.0,18,False,20354.0,565656.70997,5934714.32674,53.5572,9.99116,Hamburg-Mitte,Neustadt,0.02055828057416273
1139,1139,1139,NmwwFf3N7cBX6lXT_TOuBA,€,4.0,1,False,20459.0,565185.28683,5933895.04298,53.5499,9.98387,Hamburg-Mitte,Neustadt,-0.37110722647561756
1140,1140,1140,yaN71-m814AbrwWBsZNQ9A,€,4.5,3,False,20355.0,565020.58523,5935264.4185,53.562219999999996,9.98167,Hamburg-Mitte,St.Pauli,0.31300982582269166
1141,1141,1141,aT7tBbzdGXr6bxTurMZxXw,€€,4.5,2,False,20095.0,565940.56932,5934119.5476,53.55181999999999,9.99532,Hamburg-Mitte,Hamburg-Altstadt,0.2899706783491752
1142,1142,1142,mNhDpqgkKKzrW4e1DmUH6A,€€,4.0,34,False,20095.0,566324.8238100001,5933841.19705,53.54926999999999,10.00106,Hamburg-Mitte,Hamburg-Altstadt,0.3891846401504265
1143,1143,1143,xK8nqMzPkmGpOnEueWphhA,,4.0,1,False,20459.0,564681.65411,5933908.28735,53.55008,9.976280000000001,Hamburg-Mitte,Neustadt,-0.37110722647561756
1144,1144,1144,tWP0TK9swror6Ou-Sp7xvw,€,4.0,23,False,20095.0,566370.89837,5933957.56472,53.550309999999996,10.00178,Hamburg-Mitte,Hamburg-Altstadt,0.13575401794174513
1145,1145,1145,sE4_FclYzOp3WoTRSET0mw,€€,2.5,61,False,20354.0,565589.11379,5934663.2042,53.55675,9.99013,Hamburg-Mitte,Neustadt,-0.9028746501184571
1146,1146,1146,VT-9R8dI4eTTZWP8jImQvA,,5.0,1,False,20095.0,565951.34698,5934102.22901,53.55166,9.99548,Hamburg-Mitte,Hamburg-Altstadt,0.9049702882269348
1147,1147,1147,Qcn_FkijADNlgGgkyjhzWg,€€,4.0,31,False,20457.0,566038.70247,5933593.50536,53.54708,9.99669,Hamburg-Mitte,Hamburg-Altstadt,0.320067197729877
1148,1148,1148,ep78Nhc0DsjwOYxKTSfBBQ,€€,4.0,16,False,20459.0,565307.2599,5933821.44131,53.54922,9.9857,Hamburg-Mitte,Neustadt,-0.025520014372870242
1149,1149,1149,22gUkdai5RZ0D2okrRZ4ZA,,5.0,6,False,20457.0,565855.83276,5933829.0651699975,53.54922,9.99398,Hamburg-Mitte,Hamburg-Altstadt,1.0201660255945173
1150,1150,1150,QG_8ITxqtVVVnRaJr8cBqg,€€€,4.0,17,False,20459.0,565000.46844,5933483.400380001,53.54622,9.981,Hamburg-Mitte,Neustadt,-0.0024808668993537564
1151,1151,1151,m5chj3dJHhi4RyvWx2pkAw,€,3.5,3,False,20095.0,565811.4779,5934032.93908,53.55106,9.99335,Hamburg-Mitte,Hamburg-Altstadt,-0.9630676888798608
1152,1152,1152,rg0xkOyUL12iEJFIkttatg,€€€€,4.0,9,False,20354.0,565677.40908,5934543.1552300025,53.555659999999996,9.991439999999999,Hamburg-Mitte,Neustadt,-0.18679404668748564
1153,1153,1153,OMplhhVJAdFo048rJPKzcQ,€€,3.0,138,False,20357.0,564558.06076,5934641.57166,53.55668000000001,9.97456,Hamburg-Mitte,St.Pauli,1.5091784626935885
1154,1154,1154,YWyh9tkfqOIaXm_zr9s4cA,€€€,3.5,163,False,20354.0,565380.01137,5934309.80528,53.5536,9.9869,Hamburg-Mitte,Neustadt,2.7231959068827765
1155,1155,1155,8nPPGRunZSLE3kl_JKBCAg,€€,4.0,10,False,20459.0,564543.93056,5933430.40199,53.5458,9.9741,Hamburg-Mitte,Neustadt,-0.16375489921396916
1156,1156,1156,oeFIrFprDY1gVChQvojjwA,€€,3.0,38,False,20354.0,565468.5403100001,5934437.7312,53.55474,9.98826,Hamburg-Mitte,Neustadt,-0.79473628465806
1157,1157,1157,4xJ59NylraUrSq2q-cFy1w,€€,4.5,3,False,20095.0,565864.08895,5934035.13902,53.551069999999996,9.99415,Hamburg-Mitte,Hamburg-Altstadt,0.31300982582269166
1158,1158,1158,hBULtxpSUJ-OAc-0t4bamA,€€,3.5,4,False,20354.0,565720.3798,5934276.70268,53.553259999999995,9.99203,Hamburg-Mitte,Neustadt,-0.9400285414063443
1159,1159,1159,GK5N66ws1VYq4vekRhgs0g,€€€,3.5,149,False,20095.0,565789.15239,5933928.03155,53.55011999999999,9.992989999999999,Hamburg-Mitte,Hamburg-Altstadt,2.4006478422535458
1160,1160,1160,mKNQsb7eiSAaAEYaIS4XUQ,,3.0,3,False,20095.0,565899.51584,5934060.55789,53.5513,9.99469,Hamburg-Mitte,Hamburg-Altstadt,-1.601106446231137
1161,1161,1161,9LVIlj6YKg-Qa4H9r-9Z2Q,€,4.0,95,False,20095.0,565938.2684,5934132.95944,53.55194,9.995289999999999,Hamburg-Mitte,Hamburg-Altstadt,1.7945726360349321
1162,1162,1162,P22xDGChtgooQuVzpOhoJg,,4.0,1,False,20354.0,565342.39007,5934159.1996599985,53.55225,9.9863,Hamburg-Mitte,Neustadt,-0.37110722647561756
1163,1163,1163,DEwJ7wV74ioQJwB5lGve9w,€€,4.0,33,False,20459.0,564631.62919,5933440.84855,53.545880000000004,9.975430000000001,Hamburg-Mitte,Neustadt,0.36614549267691
1164,1164,1164,WGo6RV4HLA03noKg4zEVTA,€,4.5,37,False,20095.0,566333.90175,5933902.511519997,53.54982,10.00121,Hamburg-Mitte,Hamburg-Altstadt,1.096340839922252
1165,1165,1165,5MRqQljZ0-zePnGVEKjLSQ,€,4.5,6,False,20095.0,566267.83915,5934135.0645699985,53.551919999999996,10.00026,Hamburg-Mitte,Hamburg-Altstadt,0.3821272682432411
1166,1166,1166,rN2p_RigfAWMDVB3yaMgxA,€€,4.0,23,False,20457.0,565582.95045,5933943.5434,53.55028000000001,9.989889999999999,Hamburg-Mitte,Hamburg-Altstadt,0.13575401794174513
1167,1167,1167,INH7LsiNZw54zbT4B3WZpg,€€,3.0,22,False,20354.0,565448.77152,5934177.23618,53.5524,9.987910000000001,Hamburg-Mitte,Neustadt,-1.1633626442343237
1168,1168,1168,FXMALUT0F3Pq85K6LivVwg,€€,3.0,8,False,20457.0,565662.49235,5933913.16053,53.55,9.99108,Hamburg-Mitte,Hamburg-Altstadt,-1.4859107088635546
1169,1169,1169,cy-bmTQunroPz4DoqUDa4w,€€,3.5,43,False,20457.0,566013.1540600001,5933762.27661,53.5486,9.99634,Hamburg-Mitte,Hamburg-Altstadt,-0.041501789939201394
1170,1170,1170,bnrpQvSmG1vLpG9mSbN6gg,€,5.0,4,False,20357.0,564614.9959,5934822.22755,53.5583,9.97546,Hamburg-Mitte,St.Pauli,0.9740877306474843
1171,1171,1171,BqgLEvLUCMslfYKCTTACew,€€,4.0,57,False,20355.0,564904.00251,5934377.78304,53.554269999999995,9.97973,Hamburg-Mitte,Neustadt,0.9190850320413055
1172,1172,1172,8QndEj8UhCn-bptR0-ygWg,€€€,4.5,49,False,20355.0,564637.89778,5933978.6926,53.55072,9.97563,Hamburg-Mitte,Neustadt,1.37281060960445
1173,1173,1173,V3k0XWA9glErahILZqzrSg,€€€,3.0,87,False,20095.0,565953.9248800001,5934125.42115,53.551869999999994,9.995519999999999,Hamburg-Mitte,Hamburg-Altstadt,0.33418194154424774
1174,1174,1174,qJIyn7aPT3xMsb3bZErRXQ,€€,4.5,42,False,20459.0,565398.50332,5933415.2728900025,53.545559999999995,9.986989999999999,Hamburg-Mitte,Hamburg-Altstadt,1.2115365772898345
1175,1175,1175,gUf5knTM9a63VI-S2Q2QTA,,5.0,1,False,20095.0,566193.5584699999,5933798.18439,53.5489,9.99907,Hamburg-Mitte,Hamburg-Altstadt,0.9049702882269348
1176,1176,1176,hpHD8loQ5vVp2kDpcV7lfg,€€€,4.5,85,False,20355.0,564980.5911600001,5934060.60949,53.55141,9.98082,Hamburg-Mitte,Neustadt,2.202219918651043
1177,1177,1177,0MWYNmEoUPg0sOYRUKhFdw,€€€,4.0,18,False,20095.0,565793.23485,5933851.64744,53.54943000000001,9.993039999999999,Hamburg-Mitte,Hamburg-Altstadt,0.02055828057416273
1178,1178,1178,6-URsKcGDwx62rzYkn8fBA,€€,3.5,8,False,20459.0,564901.75618,5933914.86448,53.55011,9.9796,Hamburg-Mitte,Neustadt,-0.8478719515122783
1179,1179,1179,2nQXWDL_qirdf2sXUrdusQ,,4.0,4,False,20095.0,566389.82367,5934303.21038,53.55341,10.002139999999999,Hamburg-Mitte,Hamburg-Altstadt,-0.30198978405506804
1180,1180,1180,s5fJnnN-anRW6kwz4AHCyw,€€,5.0,1,False,20354.0,565566.78059,5934191.61483,53.55251,9.98969,Hamburg-Mitte,Neustadt,0.9049702882269348
1181,1181,1181,MXkyeP88v_-uK2mSbSJMsA,€€,4.5,27,False,20457.0,565863.04183,5933773.08629,53.548719999999996,9.99408,Hamburg-Mitte,Hamburg-Altstadt,0.8659493651870873
1182,1182,1182,QoepeiSlxz8xxSpKwUl2Yw,€€,4.5,10,False,20355.0,565324.57906,5933982.46411,53.55067,9.986,Hamburg-Mitte,Neustadt,0.47428385813730706
1183,1183,1183,FbBym6OFN3aYxvMSEYjqxw,€€€,3.5,15,False,20354.0,565916.5256899999,5934939.264,53.55919,9.99513,Eimsbüttel,Rotherbaum,-0.686597919197663
1184,1184,1184,jBmnGBEk6S6StQU9QzX0Xg,,3.0,2,False,20355.0,564513.38963,5934011.36039,53.551030000000004,9.97376,Hamburg-Mitte,Neustadt,-1.6241455937046534
1185,1185,1185,KDTV1f-b4DCTwiRu12cx_w,€,3.0,1,False,20095.0,566309.7775399999,5934110.25677,53.55169,10.00089,Hamburg-Mitte,Hamburg-Altstadt,-1.64718474117817
1186,1186,1186,qOiN9pLhFhYOBt44rF7n2w,€€,4.0,2,False,20457.0,566179.8508199999,5933750.25774,53.548469999999995,9.99885,Hamburg-Mitte,Hamburg-Altstadt,-0.348068079002101
1187,1187,1187,BhiWzSmwlts9sla6oKVraQ,,4.5,2,False,20459.0,564782.40807,5934016.71513,53.55104,9.97782,Hamburg-Mitte,Neustadt,0.2899706783491752
1188,1188,1188,8xYa3g3OBUHeg0aYtO96Pw,,5.0,1,False,20357.0,564449.4284699999,5934953.59586,53.5595,9.97299,Hamburg-Mitte,St.Pauli,0.9049702882269348
1189,1189,1189,Q-R1cbWTpOCEZkSXIq76qA,€€,3.5,78,False,20459.0,564660.65885,5933472.05635,53.54616,9.97587,Hamburg-Mitte,Neustadt,0.7648683716338756
1190,1190,1190,2ho80qeiiHZGO06j9iXxww,€€,4.0,30,False,20459.0,564901.75618,5933914.86448,53.55011,9.9796,Hamburg-Mitte,Neustadt,0.29702805025636053
1191,1191,1191,FbuMUN6gVcTOOtWPoNp4ag,€,4.5,2,False,20357.0,564602.3111899999,5934877.68801,53.5588,9.97528,Hamburg-Mitte,St.Pauli,0.2899706783491752
1192,1192,1192,CxLiEt55FW3CNjOIDNuaQg,€€,4.0,30,False,20357.0,564595.13899,5934917.64641,53.55916,9.97518,Hamburg-Mitte,St.Pauli,0.29702805025636053
1193,1193,1193,EblviPxMBta089zzF1J3wA,€,4.0,36,False,20095.0,565954.89524,5933904.71456,53.54989000000001,9.99549,Hamburg-Mitte,Hamburg-Altstadt,0.43526293509745945
1194,1194,1194,_nV6Mj28PPqwc0GkZvU_fA,€€,4.0,266,False,20095.0,565870.24278,5934102.208790001,53.551669999999994,9.99426,Hamburg-Mitte,Hamburg-Altstadt,5.734266854006251
1195,1195,1195,PUvn_Suad3PWxxLn1ZDDDQ,€€,4.0,108,False,20357.0,564617.53139,5934687.905730003,53.55709,9.97547,Hamburg-Mitte,St.Pauli,2.0940815531906463
1196,1196,1196,MU31f-EPM-7_ufpTN6UDfA,€€,4.0,62,False,20459.0,564607.16519,5933410.12627,53.545609999999996,9.97505,Hamburg-Mitte,Neustadt,1.034280769408888
1197,1197,1197,hIFV76n6_FNKBHL5K4-fAQ,,3.5,2,False,20095.0,566211.0092399999,5933772.94861,53.548669999999994,9.99933,Hamburg-Mitte,Hamburg-Altstadt,-0.9861068363533771
1198,1198,1198,Mg1YRGBhroVOh6LSROKY-Q,€,5.0,2,False,21073.0,565803.19573,5934129.28156,53.551919999999996,9.99325,Hamburg-Mitte,Hamburg-Altstadt,0.9280094357004514
1199,1199,1199,2iD8sTf3DK9kT7rNlGPJ2w,€€,3.5,104,False,20095.0,566273.97343,5934231.43581,53.55278000000001,10.00038,Hamburg-Mitte,Hamburg-Altstadt,1.3638862059453043
1200,1200,1200,2Wmn6aCOSUgqgCBfg_WsNg,€,3.5,10,False,20095.0,566356.68067,5933735.42746,53.54832,10.00152,Hamburg-Mitte,Hamburg-Altstadt,-0.8017936565652454
1201,1201,1201,LLcUzxNnp8XKPstdhbQmLA,€€€,4.5,7,False,20354.0,565683.1248100001,5934525.42609,53.5555,9.99152,Hamburg-Mitte,Neustadt,0.4051664157167576
1202,1202,1202,pdHROmkwtz4gxtSFS15q2Q,€€,3.5,85,False,20354.0,565522.66065,5934129.31961,53.55196,9.98902,Hamburg-Mitte,Neustadt,0.9261424039484909
1203,1203,1203,3RAfDSi8f_mbuxeyB-dCXg,€€,4.0,15,False,20095.0,566156.79924,5934368.712640001,53.554030000000004,9.99864,Hamburg-Mitte,Hamburg-Altstadt,-0.04855916184638673
1204,1204,1204,wQh-8kqjLPsaggfgLQ6yHw,€€,3.5,84,False,20095.0,566099.80615,5933773.5037699975,53.54869,9.99765,Hamburg-Mitte,Hamburg-Altstadt,0.9031032564749746
1205,1205,1205,JjBO8O3_Ata0MK0Y4nk3gg,€€,4.0,1,False,20354.0,565416.9168100001,5934366.71893,53.554109999999994,9.98747,Hamburg-Mitte,Neustadt,-0.37110722647561756
1206,1206,1206,QiukqPsxFX6UPdYJegFzfA,€,3.5,49,False,20459.0,564675.16792,5933476.70588,53.5462,9.97609,Hamburg-Mitte,Neustadt,0.09673309490189752
1207,1207,1207,VXNvMyW-8Hl0LoWSOwOiFA,,3.5,3,False,20457.0,566059.33878,5933445.2188599985,53.54574,9.99697,Hamburg-Mitte,HafenCity,-0.9630676888798608
1208,1208,1208,HV_3FDhm_xy177f8hr9wVQ,€€€,3.5,100,False,20457.0,566265.70699,5933426.4458599975,53.54555,10.00008,Hamburg-Mitte,HafenCity,1.2717296160512384
1209,1209,1209,_1QtQK7cfwyJ5AqFkJV3DA,€€€,4.0,72,False,20354.0,565737.88353,5934156.99873,53.55218000000001,9.99227,Hamburg-Mitte,Neustadt,1.264672244144053
1210,1210,1210,eRAU19uMipoEsOf65kTKrw,,5.0,1,False,20355.0,565086.40113,5934267.91454,53.553259999999995,9.982460000000001,Hamburg-Mitte,Neustadt,0.9049702882269348
1211,1211,1211,movtnLLnHsujV2jFAeZFdA,,4.0,1,False,20354.0,565703.8582199999,5934154.6333099995,53.55217,9.99175,Hamburg-Mitte,Neustadt,-0.37110722647561756
1212,1212,1212,1W9ewQzsJDxvB7tPKpsBWQ,€€,3.5,19,False,20457.0,565504.7803399999,5933746.29098,53.548519999999996,9.988660000000001,Hamburg-Mitte,Hamburg-Altstadt,-0.594441329303597
1213,1213,1213,AaX6iqyTVl4dKmzETWMVHw,,3.0,1,False,20355.0,565254.70783,5933979.82831,53.55065,9.98494,Hamburg-Mitte,Neustadt,-1.64718474117817
1214,1214,1214,xoQnbP9TCZzHmjzQRQs-0A,€€,4.0,107,False,20354.0,565462.27399,5934635.27197,53.556509999999996,9.98821,Hamburg-Mitte,Neustadt,2.07104240571713
1215,1215,1215,UeUVIdtGAMTwu5sHfavQlA,€€,4.5,88,False,20355.0,565024.51702,5934002.02701,53.55088000000001,9.98147,Hamburg-Mitte,Neustadt,2.271337361071593
1216,1216,1216,AKyyzYsC_TXUnHZNbXFPqQ,€,3.0,8,False,20355.0,565332.26752,5934025.39783,53.55105,9.98612,Hamburg-Mitte,Neustadt,-1.4859107088635546
1217,1217,1217,HH8u4K-zs9GYMAzHQbPFzA,€€,3.0,56,False,20355.0,565277.75005,5933866.210990001,53.54963000000001,9.98526,Hamburg-Mitte,Neustadt,-0.38003163013476327
1218,1218,1218,CSNRJ8w6jHZEvwb5ujP8Jg,€€€,4.0,17,False,20457.0,566042.06407,5933557.39002,53.54675,9.99673,Hamburg-Mitte,Hamburg-Altstadt,-0.0024808668993537564
1219,1219,1219,0GarsT1qmqbJBcXcAF3qgg,€€,4.0,52,False,20354.0,565720.3798,5934276.70268,53.553259999999995,9.99203,Hamburg-Mitte,Neustadt,0.8038892946737232
1220,1220,1220,DD_Jx2J7oRjRN7usBW79gQ,€€€,4.0,9,False,20354.0,565409.11463,5934437.06436,53.55474,9.98737,Hamburg-Mitte,Neustadt,-0.18679404668748564
1221,1221,1221,grRpwe5e5O9DxoaUQLB2yw,€€€€,4.5,33,False,20354.0,565683.1248100001,5934525.42609,53.5555,9.99152,Hamburg-Mitte,Neustadt,1.0041842500281861
1222,1222,1222,o61LrWMtAkAZsoE9bNyYBg,€€,4.0,39,False,20095.0,565766.46331,5933855.0017599985,53.549459999999996,9.99264,Hamburg-Mitte,Hamburg-Altstadt,0.5043803775180089
1223,1223,1223,izBl0g8EMzAvk0qRWCu5WQ,€€€,4.0,154,False,20095.0,565879.16521,5934096.53766,53.55161999999999,9.99439,Hamburg-Mitte,Hamburg-Altstadt,3.1538823369724045
1224,1224,1224,rMt2D7h-S-mJKrZWzSGfKg,€€,4.0,20,False,20355.0,564690.81135,5934221.30481,53.55289000000001,9.97648,Hamburg-Mitte,Neustadt,0.0666365755211957
1225,1225,1225,D8QHri1qs9r51blYiGp-Gw,,4.0,5,False,20459.0,564911.1492100001,5933376.46617,53.545269999999995,9.97963,Hamburg-Mitte,Neustadt,-0.2789506365815516
1226,1226,1226,hEprTiIh78QfjGddHV-uiA,,3.0,1,False,20354.0,565716.45934,5934367.88852,53.554080000000006,9.99199,Hamburg-Mitte,Neustadt,-1.64718474117817
1227,1227,1227,GiUhCMtRaUYprXuosLYdyg,€€,3.0,19,False,20459.0,564906.43736,5934006.18006,53.55093000000001,9.97969,Hamburg-Mitte,Neustadt,-1.2324800866548733
1228,1228,1228,h7RQVFb6BB-FiLRrkg4gmg,€€,3.0,77,False,20459.0,564558.43097,5933434.96494,53.54584000000001,9.97432,Hamburg-Mitte,Neustadt,0.10379046680908299
1229,1229,1229,ZK6N3POGWxxQTd6Xav4v5w,,3.5,4,False,20457.0,565757.50974,5933466.05949,53.54597,9.99242,Hamburg-Mitte,Hamburg-Altstadt,-0.9400285414063443
1230,1230,1230,1YyGMBrs15AZz9JvN3qsrg,,3.0,2,False,20459.0,565090.9182399999,5933416.7733,53.545609999999996,9.98235,Hamburg-Mitte,Neustadt,-1.6241455937046534
1231,1231,1231,t67BgZ1rpIXo0VACjBLmPQ,€€,3.0,97,False,20459.0,564647.7370600001,5933464.73591,53.5461,9.97567,Hamburg-Mitte,Neustadt,0.5645734162794125
1232,1232,1232,JYyVV7HR37_1GQI9nTjXsQ,€,4.0,50,False,20354.0,565330.7585,5934517.19543,53.55546999999999,9.9862,Hamburg-Mitte,Neustadt,0.7578109997266902
1233,1233,1233,p45TZHQ92MAfX0lrQ1NR8A,€,4.0,12,False,20095.0,565862.31973,5934027.06959,53.551,9.99412,Hamburg-Mitte,Hamburg-Altstadt,-0.11767660426693619
1234,1234,1234,6FYF_GQaht_8M0qIPn6SzQ,€€€,4.0,52,False,20457.0,565770.1517,5933462.90871,53.54594,9.99261,Hamburg-Mitte,Hamburg-Altstadt,0.8038892946737232
1235,1235,1235,k1CHNto9siSltHp-W3eyvA,€€,3.5,38,False,20095.0,566014.08749,5934262.93615,53.5531,9.99646,Hamburg-Mitte,Hamburg-Altstadt,-0.1566975273067838
1236,1236,1236,rANqYiRata38wjkadyFCeA,€€,3.5,35,False,20459.0,564674.07919,5933363.19744,53.54518,9.97605,Hamburg-Mitte,Neustadt,-0.22581496972733325
1237,1237,1237,Er9tEfSqDgwu7YJJuo-WzQ,,5.0,1,False,20095.0,566315.64207,5934211.59408,53.5526,10.001,Hamburg-Mitte,Hamburg-Altstadt,0.9049702882269348
1238,1238,1238,5vXCHO1_uzy9p598nK5t6Q,€,4.0,9,False,20354.0,565514.58206,5934734.4932900015,53.5574,9.98902,Hamburg-Mitte,Neustadt,-0.18679404668748564
1239,1239,1239,GYlbjTmYR8_93T0IxMCOsw,,5.0,4,False,20354.0,565472.1905,5934767.17413,53.5577,9.988389999999999,Hamburg-Mitte,Neustadt,0.9740877306474843
1240,1240,1240,dArByZBSNmjZV5wDnxNQsQ,€€,3.5,23,False,20459.0,564598.4985,5933462.30365,53.54608,9.97493,Hamburg-Mitte,Neustadt,-0.5022847394095311
1241,1241,1241,pPkUXz4s9gOOSV4Z_98qXg,€€,3.5,122,False,20459.0,565239.99476,5933817.54001,53.54919,9.98468,Hamburg-Mitte,Neustadt,1.778590860468601
1242,1242,1242,tODBFrt94-UTZQ5fhyoqjA,,4.5,2,False,20355.0,565331.74104,5934025.66303,53.55105,9.98611,Hamburg-Mitte,Neustadt,0.2899706783491752
1243,1243,1243,yO8fDQa606LyvUDecH5efA,€,4.5,21,False,20095.0,566379.4365399999,5933915.40256,53.54993,10.0019,Hamburg-Mitte,Hamburg-Altstadt,0.7277144803459884
1244,1244,1244,m34uIC22HPpNHdCtcZ3FcA,€,3.5,7,False,20355.0,565292.98344,5934081.8980800025,53.551559999999995,9.98554,Hamburg-Mitte,Neustadt,-0.8709110989857949
1245,1245,1245,yAzYSppdJSSeE9Ar8OLQmw,€,4.0,1,False,20095.0,565871.5027300001,5934023.3883,53.550959999999996,9.99426,Hamburg-Mitte,Hamburg-Altstadt,-0.37110722647561756
1246,1246,1246,37z9XYVPzi4R3ub_ZSnr4Q,€,4.0,9,False,20457.0,566250.13385,5933739.84997,53.54837,9.99991,Hamburg-Mitte,Hamburg-Altstadt,-0.18679404668748564
1247,1247,1247,7IyBNiM8QDNOEc_U36Cl-A,€€,3.5,17,False,20457.0,565794.59658,5933896.08493,53.54983000000001,9.99307,Hamburg-Mitte,Hamburg-Altstadt,-0.6405196242506299
1248,1248,1248,uo1dTeJ-eMLAsq1ZBM4s3Q,,4.5,5,False,20357.0,564598.46557,5934995.2543199975,53.55986,9.97525,Hamburg-Mitte,St.Pauli,0.35908812076972463
1249,1249,1249,HQcQp8T9H0KqG2EUz9KvuA,,2.5,4,False,20354.0,565456.26226,5934539.9648199985,53.555659999999996,9.9881,Hamburg-Mitte,Neustadt,-2.2161060561088965
1250,1250,1250,q6xg8Dns2m7AvGOJKtYS8Q,,2.5,3,False,20459.0,564782.31218,5933734.09236,53.5485,9.97776,Hamburg-Mitte,Neustadt,-2.2391452035824133
1251,1251,1251,C_7j8NQq6o7D1Nnuif9Gow,€,4.5,3,False,20354.0,565325.28247,5934161.39375,53.55226999999999,9.98604,Hamburg-Mitte,Neustadt,0.31300982582269166
1252,1252,1252,uIZCMTgMkgBsFG1Sy8LgRQ,€€,4.0,3,False,20095.0,566370.89837,5933957.56472,53.550309999999996,10.00178,Hamburg-Mitte,Hamburg-Altstadt,-0.3250289315285846
1253,1253,1253,vNQD7uI-FIR5HdQxfeyGcQ,€,4.0,17,False,20459.0,565129.18699,5933663.3156900015,53.547819999999994,9.98298,Hamburg-Mitte,Neustadt,-0.0024808668993537564
1254,1254,1254,ec2sT85eZzBFgEabF-18MQ,,4.0,8,False,20095.0,566367.94933,5934186.07003,53.55236,10.00178,Hamburg-Mitte,Hamburg-Altstadt,-0.20983319416100213
1255,1255,1255,atNH_VSQQfRTn5Yr7P2zbA,€€,4.5,10,False,20457.0,565498.58833,5933404.61044,53.54545,9.9885,Hamburg-Mitte,Hamburg-Altstadt,0.47428385813730706
1256,1256,1256,TcwvYuP5OhYtZ7a9rQf40A,€€,4.0,3,False,20095.0,565940.56932,5934119.5476,53.55181999999999,9.99532,Hamburg-Mitte,Hamburg-Altstadt,-0.3250289315285846
1257,1257,1257,4gsK__djcNbqCWb0kuHOZw,,4.0,3,False,20457.0,565755.38065,5933762.01578,53.54863,9.99245,Hamburg-Mitte,Hamburg-Altstadt,-0.3250289315285846
1258,1258,1258,gWY3dXyW23xbjg2iEN_1zw,€€€,4.0,1,False,20095.0,566286.32976,5934411.46661,53.5544,10.0006,Hamburg-Mitte,Hamburg-Altstadt,-0.37110722647561756
1259,1259,1259,RTYCuOcOLokCdrvy9r01JQ,€€,3.0,60,False,20459.0,564987.67112,5933955.01313,53.55046,9.9809,Hamburg-Mitte,Neustadt,-0.2878750402406973
1260,1260,1260,Bcj6TMJ2x2gKK0TNhEHCNg,,3.0,1,False,20457.0,565520.71405,5933911.18979,53.55,9.98894,Hamburg-Mitte,Hamburg-Altstadt,-1.64718474117817
1261,1261,1261,ResZVgfemx-DatvSBRtLzg,€€,3.5,36,False,20355.0,565213.43042,5934396.103069997,53.5544,9.9844,Hamburg-Mitte,Neustadt,-0.20277582225381677
1262,1262,1262,uUJ0YV79_BjknImVmqvIUg,€€,4.0,51,False,20354.0,565578.6802,5934746.51078,53.5575,9.989989999999999,Hamburg-Mitte,Neustadt,0.7808501472002066
1263,1263,1263,tJZKg7oA-DrLXZjhcK1dXw,€€,4.0,11,False,20354.0,565527.41389,5934768.93118,53.55771,9.98922,Hamburg-Mitte,Neustadt,-0.14071575174045267
1264,1264,1264,QUmErtx4YrhUR40TItt3Ew,€€,4.0,1,False,20095.0,566248.61566,5934020.73845,53.55089,9.99995,Hamburg-Mitte,Hamburg-Altstadt,-0.37110722647561756
1265,1265,1265,GfjcYfGMMGxIOP2mffsTEA,€€€€,4.5,8,False,20354.0,565735.18499,5934640.758140001,53.55653,9.99233,Hamburg-Mitte,Neustadt,0.4282055631902741
1266,1266,1266,oB3dcxmyjZ-2-gL-WYpxQA,€,3.5,4,False,20095.0,566280.4213,5934154.68595,53.55209,10.00046,Hamburg-Mitte,Hamburg-Altstadt,-0.9400285414063443
1267,1267,1267,vtu0hdoNrX1G35lpvW1oVA,€,3.5,17,False,20095.0,566309.7775399999,5934110.25677,53.55169,10.00089,Hamburg-Mitte,Hamburg-Altstadt,-0.6405196242506299
1268,1268,1268,C4s4t9emFqGkhMLXcnoGWg,€€€,3.5,28,False,20354.0,565609.58326,5934256.101980003,53.55309000000001,9.99035,Hamburg-Mitte,Neustadt,-0.3870890020419486
1269,1269,1269,gQTMrmPNr43c8sCvOlM3eA,€€€,4.0,50,False,20459.0,564988.48795,5933968.35434,53.550580000000004,9.98092,Hamburg-Mitte,Neustadt,0.7578109997266902
1270,1270,1270,u2-YAf0Lm-DAxvXC0QFY5Q,€€€,4.0,14,False,20354.0,565409.11463,5934437.06436,53.55474,9.98737,Hamburg-Mitte,Neustadt,-0.07159830931990321
