,Unnamed: 0,no,distance,id
54,54,636,61.579283349938784,qW96bguf1F7ezXthfXM_Jw
55,55,637,160.6735435946871,OEMzkMHoYpSR03J1qpaURQ
56,56,638,69.24723548442701,MSjb0431lcotSf6W8zMTKQ
57,57,639,43.21790738428508,DD2igAC-pU1hlDKYmwxBWg
58,58,640,10.03027843469556,Tk_NOuvCx8BVsqWyiwAfSg
59,59,641,10.189496357593073,GNwUy0pDbUnsPd2erXqAXQ
60,60,642,9.45989200850616,BKdvsSCDRCs_HRQdlZTRBg
61,61,643,71.8809751880081,vxd4WTCcIhj2N3xt7MLfOQ
62,62,644,180.7871830824229,ng2NnzK8ofFHq3HpAnJuyA
63,63,645,171.1040675007604,BoMj_0dfjHrGwmr7oK6zCQ
64,64,646,60.22388345131574,3fwL8KQECTlfDhvSvamYGg
65,65,647,42.115114639195646,1ulxY6eXi15e6atwRYTScg
66,66,648,41.09610197106386,9loJRC_kmbepFtwT3XutmA
67,67,649,110.80914969997177,1l6d-mhl7QremJAQ_iULlQ
68,68,650,71.8940824855029,RM2ODygTWAROCA90gio5_g
69,69,651,93.63803289126837,_pfh9zDSWQW7H2LUKTlxXQ
70,70,652,64.26157589543955,L5uVUg2ZGF1-5155cG3EAw
71,71,653,60.750861807710706,UnRNfhA1YMr_o6KgqvawKw
72,72,654,77.71239741845919,wd9jrPs0dt-oZL5_Jc1ReQ
73,73,655,62.60479314739684,LFf9IZIHfK_ZSSNB5v2dhw
74,74,656,11.981489842670696,bhSfEGSlH3lA6w1gpT2ruw
75,75,657,55.321308936122044,Uoflen6zlE4qBrJ4a_gcLQ
76,76,658,49.86363384432635,uaGvNjVAs6oTWmcN84_x4g
77,77,659,163.41997284774783,ZEmGSMpRse2xQd1JvwCvYQ
78,78,660,99.44772784492594,4GnO2YzDPOr_0Mbj1iTedw
79,79,661,79.74655179961776,DmkCnmP9-rI_91ps4pg3EQ
80,80,662,86.10013469898306,PzKV_B2OWNA-5oO0C_3OuQ
81,81,663,133.84589572538277,UlAIad1Zm0fWwMu0cSF5Xw
82,82,664,103.8454894918066,HZKtjfu5Er_Cd3odqVJNxw
83,83,665,122.13218094787813,F4O8JteGq0NLPk6hzKRCVQ
84,84,666,65.93180096799253,p9nxAtsbDqH-cO8Luhj0yQ
85,85,667,7.476321640004091,AEIvlAzEoDqBvH0S99kZ2A
86,86,668,115.85329796072544,9-wuXCsYkdNoKSRSl5jjqQ
87,87,669,14.094336897078525,y6g9I2z9ijnY0Y7DBO72qg
88,88,670,85.58535163115762,M97L8qRbSFrERg169cy9FQ
89,89,671,45.339594229062385,Dm-idDORZCVLK8gNQZGroA
90,90,672,152.14372364762986,OXryA5lbNT1keh9reTHCCQ
91,91,673,26.846237274925308,swJYCe2Z29Ndm9lY8YQsGA
92,92,674,174.1377814971257,URDJxBVJJE9o2OWrPzkw3w
93,93,675,90.2899056146445,CqufgeID9aIxklsts1FtSQ
94,94,676,80.49861036657883,xAWBKDEcPFnYcUtE7xtISA
95,95,677,91.45397568809956,x5BBYBOkcJb0l_K14znRlw
96,96,678,12.790437575669074,LdWKt_kj8HAmu8MZuf5wSw
97,97,679,139.65812937921316,IRvCqg4fl-DiTPwhQ1wuKQ
98,98,680,148.4747062309596,6ZfGrOTomTAeQ40COPOHFg
99,99,681,130.31590622961352,P1zQOP3SIFxIuBOPCwnOSQ
100,100,682,178.29304547577166,ZC7YQMF-6kzygjSyP48O6g
101,101,683,220.84280982151108,hfHYIIglxA9uY2H29ZAGSA
102,102,684,60.10000561354234,T1yhlkd2WIIfKAOkgzJaLQ
103,103,685,84.7932577571334,B9RrvDiKSzqBvsbd6Dbung
104,104,686,61.70511246759296,ScP2UZRxn6wdoAGQMfzjjA
105,105,687,176.96617190692368,OgffGUDrfAQiBysbCi76uw
106,106,688,15.376457477944806,FlDS_9MJUeLjBYtmBCmJFA
107,107,689,119.32499664723093,wAyBwXDgVhyllXlrFMfGzw
108,108,690,9.506655656016028,GlJPE6rxAbPBs-f5Ji31zw
109,109,691,20.53770122588604,E40AgxAbEr26GO9UDWhlGA
110,110,692,206.04384769723416,-aNArC_K4wfQpZl7zjZpVg
111,111,693,68.67560640199446,cXqYsMWCRNOSUEcxPtTuew
112,112,694,76.06978222438207,Aq99lGam9-yap1VpPCovcQ
113,113,695,127.98045289307306,Fg6_nKcuOEPfbDx7zZ-80g
114,114,696,127.36456425777278,QC_1FxW0PsrK10v2u2shSg
115,115,697,36.706353564459896,ffhZvAAPSRewKhW--_4Sgw
116,116,698,57.050999883814704,dRAhAFogYc4TrMUbpEypEA
117,117,699,10.275507575028259,DmAnYz6jT0x-56KM-Pywpw
118,118,700,235.5697786867045,_h5Nde9PbRhYFI53V0cPcQ
119,119,701,147.9825265533308,OgaHLWyDvFNWAFgfyqPPSg
120,120,702,119.32499664723093,ctTLYvZK4QtRcIzjYFXzqw
121,121,703,37.04682875823275,sBta_-0fWSZZPQ99EEx_mg
122,122,704,71.00492566324256,TS9CcGeLyj44ewNKg3adQQ
123,123,705,140.9772424898296,Zpjl0u3-434EJDryWj1wCw
124,124,706,47.33647274143569,PaJooy5EEBd4RMDIgQwqYQ
125,125,707,48.012105800781825,vJDcM9FxVmpmvtQ7BK67Ug
126,126,708,7.584016503516536,DMpN_IaZC-99vdPNTlp5_A
127,127,709,62.48277824038075,C-Q8za0niTnjPtdVK0VnbQ
128,128,710,36.815903451554334,Ulfbttuct2SCuoCTJtdxMg
129,129,711,100.10051496499615,GeEg6q3kfZddGj-INo9-jA
130,130,712,27.77571703168657,hEsPeLCiA91EepzbKGl34g
131,131,713,183.39450906043064,koExBgS9t0BuEKLRMFr68w
132,132,714,78.0073196162231,MKAEKFvbJmQ9rSeNrREnPQ
133,133,715,79.26950850431963,vRrOfTMGSi7BFXjd7Ys8vw
134,134,716,74.94203484223635,8cDuG1lWfaZ62oErAN23Hw
135,135,717,64.50689863365729,RDdPBDS7d1P6O844qJittw
136,136,718,45.37525576711572,gXKSShbEzFl6uSQNEClnXA
137,137,719,36.170271413236904,U6nr8vDYnqJOjqISCaEo6A
138,138,720,105.65519573926424,O4tYTnYL_uOnwpbyaa1AuQ
139,139,721,25.953244042645412,r4K9EszwC5OWMq2D70DhNg
140,140,722,108.63006683922528,Y0qJ9IMHh-1p5sEBRpan6g
141,141,723,4.834308346442451,GI5nMwJ3135yTZ-MEmaClA
142,142,724,80.5459046117559,JzN975VKHmQyKaV1WCPBeg
143,143,725,38.783147456121405,xyJRKZuyMOa85SUzv9Hq0w
144,144,726,127.84681898829322,-t0MRe7DNQuNA6vKLf_dBg
145,145,727,23.30360097506718,4bw-Dgc3LsPEJIPiYVKfYw
146,146,728,70.5577209825418,peleM-BFvgBpFd-Z7trXGw
147,147,729,44.934236995263035,FNi6ItF-O5zF2FwBM4-qbA
148,148,730,4.6352140527685535,YiUt58qQ2MY9oXGpgaH_1Q
149,149,731,100.55375491386023,RalKIu6oNIE8cazo_WJzTg
150,150,732,25.0737041621657,Cif39CztaBL0GGSK6wF8YQ
151,151,733,67.07840758333121,H-mSbykkIjbR2Q2i2blvnQ
152,152,734,36.108956292899975,r6uXZN_3G0hJNV6NSApzlA
153,153,735,82.49637489228444,tJFkVq9SgPUMJABq6gRBMw
154,154,736,92.49185946494265,UVwDbxYEk65NQhhtXhGhFg
155,155,737,118.14959642628376,JtYrbNq9grPeTgBo0UKqcg
156,156,738,53.93968561702576,FcqmT20NSG-a_DG5C294BA
157,157,739,55.461221718663204,-KYMk20hPZSmOsmD7wodFw
158,158,740,242.38257779504312,5XAfbD0y4wRv7eqpVx6YIg
159,159,741,154.58187204471247,g5MJw-nYVpYra0Ts0zk1Cw
160,160,742,92.51607825346993,Bj8UnD9SGFCwqXU0AIKZlw
161,161,743,32.30374990389089,9PdMuNA1zYYnDlwF1WPAaw
162,162,744,93.3332434110462,IgaP0lJxg0isgV0QYMulSg
163,163,745,48.919829984641076,YJ8SrwQx3-I071Hw0zEs_A
164,164,746,43.21790738428508,gjXe5BiGT1m9A08jNlxavw
165,165,747,101.64756645637414,27XEIdSwgG_KUeeh_0bc6w
166,166,748,199.50334983458637,E2kx6U9o1gsZJ_AldOIIyQ
167,167,749,85.4504344004482,F_OoSZriN8SCvfQar7wKmQ
168,168,750,154.64955999416603,1fP2vUN90pWf65ZPmYUniw
169,169,751,54.21001383137953,zMeLJEal_pXyZl73kpym8Q
170,170,752,18.06630427086348,wesbcFOHz7Gr7jIhXQypLA
171,171,753,40.83662511535549,yTKVZMtI5I9rBoNjNbTAqA
172,172,754,67.55515360777143,zIN_J-FbrzftPPewvgIyXg
173,173,755,53.875465638310956,O1rnd3lUQTyV8bO6AMMO_g
174,174,756,224.17746792956387,XTG8Tfp8KeiGXIRMCaVAow
175,175,757,121.28411326227744,9K3uSrKIBl76QHxEAhed0A
176,176,758,48.182681827859184,Vik53zQEqWIjJUWycpnFhA
177,177,759,67.53488225908785,Jv-kjcFG1D9IUCf9ucp3nA
178,178,760,32.598686211385996,fYWE-_5tJ9uhBqNuA6-wcw
179,179,761,86.73460597772876,59OPROu_sozaLoR1lzGNAQ
180,180,762,46.95354493940524,PeHoShngzvnBbQXW16apmA
181,181,763,84.26017899102095,8PRJy1G1LizfIuMa3ARqyA
182,182,764,46.33190461779407,mBH12Z5jxD6H0uWknLZwZw
183,183,765,56.139596075449674,upZRHKVI7AzhG6RZGlZQSQ
184,184,766,63.25257868454806,sddmE0Ee6yLcTbb0TlBJXg
185,185,767,74.47848358189042,Z1BBCzKDGogI7CPGyarNdA
186,186,768,33.15752651488055,Jn_UsYkV5z5NDksmE8KpSA
187,187,769,72.9850313607203,qT2mlxx6qjOJZq9rapyd7A
188,188,770,13.578587056594033,ha4VkuMb0QD3ZYbXFQZVTg
189,189,771,75.24755325634695,0G2rFq7QBBFMnPHCMhg1RA
190,190,772,39.50834253901662,FS1bQeXRUMJR9O11ePI-QA
191,191,773,68.32354242762257,lrLYHBxQK0EuHcTkZuyB1Q
192,192,774,82.30900393165514,Uf4LOfvBF4Cnd9GS8Kv1Ng
193,193,775,104.84355797193228,FOfpeLEgVHGQpZc-Xk4kpg
194,194,776,8.353044100486365,TMBzH9i6dt2d59jlKMJmuQ
195,195,777,133.5233094691605,5cIZzYjSsHPnTFHLeyG8lg
196,196,778,97.89229955033363,JWPB8tllljrqL6yT1Mmn0Q
197,197,779,32.863414421242325,azW9Q-3enMjPL_oIap19lw
198,198,780,76.19507396490631,-vi0BPumCiaMoQbOjAiDwA
199,199,781,52.42499283693317,VZ5VctSJTuxint1CuYJa3w
200,200,782,21.60374679515349,wKccLXGjH_MFRq7KcepJzA
201,201,783,33.51852923512671,QoHDKWzNe2orbOS-0vNYOA
202,202,784,76.34030836192065,1x7cbr_6GbU5UPZgdKJvFQ
203,203,785,57.52759841339096,ze-nRSHlJrXFqYSfmwNeNQ
204,204,786,80.38723654104355,FqAYFOxMGGbgoGpgbLBnMw
205,205,787,76.63075846258131,VlwINIpFPvULSwjpdbQTYQ
206,206,788,67.90781972527542,s_C-gA5P5DMrnwobdvPU7g
207,207,789,107.3573597496506,qf8JiqVqvC9BhyY4oXVUXQ
208,208,790,48.95481285623713,0Yl2Et5W7YkZUnfVhbsEhA
209,209,791,72.8381634985531,lremydAs79-qKJ3XrEe4mw
210,210,792,71.00492566324256,eS4_NDVzbb931H2Dt90kdA
211,211,793,48.53040464697502,mJeTOh176zg9VeUBYQoreg
212,212,794,109.61587196134545,5IMS6FBwYW4NvTVvooCr9w
213,213,795,158.90012132401458,swyrBlQp2Dujeqz0KrBZ-Q
214,214,796,93.99931308502565,VHCYrrqXOb6Mkvdl_OKQFQ
215,215,797,16.638875396957335,269naHrP2LnUxFIalSb1-A
216,216,798,121.44243563735948,OyLsBtvdA0mIyCkzCMvmYQ
217,217,799,71.00492566324256,4oZ0yZI7gIzv7AwmJFYCFQ
218,218,800,46.95354493940524,Y1-hi4V6vGglDpGPweLMog
219,219,801,75.08808638625929,zieEaUU1JP_KgUWbCKgipg
220,220,802,42.115114639195646,nPMq4_5ZCfkUYz4zpJPDCg
221,221,803,125.29644353964385,fMEFOB-UiYdjuDUGLMJNJA
222,222,804,163.1647313914081,sV0XVAGCNuFa6oe0TSXdvg
223,223,805,72.41109306285844,5xMFM4Ley5Jf791Co_O7sg
224,224,806,90.99409036163341,B9rYvB-9TS6UZ75p55GgWg
225,225,807,50.46779013481425,DScZ96BVXyKtXOwoytqPaw
226,226,808,44.93856722459489,pGREzBCUfF0bevXdrFjlaw
227,227,809,88.97846244303024,syNNIZrpMDVePCIJAWOdRQ
228,228,810,99.5056667257926,gMmS-w8VwOY_d3fu6tZhiw
229,229,811,87.25819821167956,Pe3QWP0Pk7Ps3VFKkebLkg
230,230,812,110.98408856041661,JpkfLd-6p7AYVZzGPzZ3Ug
231,231,813,27.502025324603558,JvOZnlyfM43HRHzNsA7TnA
232,232,814,12.463042463230012,h8VnepIgzXNcQJzZ2v6Ktw
233,233,815,160.96997216386043,fuXq63r16363PmR4h1GJmg
234,234,816,74.52411181804328,txr-i9EdYfJ_IxxFXPB4Kw
235,235,817,89.95396412543842,_aH2tcCpd3-SgWWV4QrdHg
236,236,818,14.685136219228523,O2hHwXDBL6y3GKtA-45JFw
237,237,819,128.69991484795514,7P4mMdO88nb30XjwImrxoQ
238,238,820,71.76650328867713,lp88aDIYIzO6priWBMN86A
239,239,821,58.99651366415165,WMpWlvYqukQe6Sqo5r9IYw
240,240,822,6.606460056834141,HTjoHgP4tjClEd3kxEjUcw
241,241,823,95.55827770013668,9x1sQmmJ-W4vDr8mlzFBgA
242,242,824,57.615068888472564,lp1xVQpc9pT5-4zimlUiFA
243,243,825,56.2847917047604,Vhz-o1vxNwDR4aYwzsOq5A
244,244,826,175.35317843334198,ML1ZIGB6NxSzxzOAW26uSQ
245,245,827,64.65293242592396,sqeWapTwkcC_uxIEwr9aWw
246,246,828,17.830094304434127,Z0z9g6p5qvx246ADaA6lJA
247,247,829,71.83686316971959,MpFjqUNdNPUC1WieT8vkgw
248,248,830,71.00492566324256,XcaPVEX6N13p5ztBB2haGg
249,249,831,124.14831165702074,exnB3Jl_09buVuU96mqbCg
250,250,832,104.72377414948537,_-M-wbtWG4RDw6yt4Is5mQ
251,251,833,28.932194590579208,eu5TR0lKDerlvEJAVjwD5g
252,252,834,174.3437088733429,qX5tOJEO1cn1LCO8bGOXEA
253,253,835,76.31232677047205,TGMfWdQIXPYuJLZYi8fqfA
254,254,836,12.463042463230012,yZu4HyGmtjAbB4c2kSxnSw
255,255,837,9.91108934329742,LG-ciwU6K5bgqdDcp-VJ_w
256,256,838,61.695918913696644,96gvpTMYcgLFSA_W9cDcjg
257,257,839,80.49762383824464,cte6WBG5OtByoUelReCk5Q
258,258,840,125.39536236188616,vvIvQkTVxwJyVJhOlD6f2A
259,259,841,94.07683248781008,i57cwL_Pf5Zf4opV3FItIw
260,260,842,62.1088002566571,mk382Big_Bc9qI98Ty-9Eg
261,261,843,32.617692779253375,F2-m-q-FTaDBuaiYQi3LOg
262,262,844,73.71274122266834,hNHWJSQmTgT8NZrjQ4ggig
263,263,845,123.9442718084872,j6qn9sgyke0y2RccHaCDRQ
264,264,846,70.96226504416902,Rek_r7lLsfoycbCrfpnuhg
265,265,847,45.424810140495346,O0PkzULbuXrj-ctjiMK6yQ
266,266,848,79.43672224976014,QRnFqSfnhKRqjrKEBMPS9g
267,267,849,64.684675336734,gNtjok1FTekyd4BI1QJ5OQ
268,268,850,70.50256555713554,LVGc5X0VwaWPMzleGP8BpA
269,269,851,183.1122381075132,uRkW3FTG7Dkj63A47F0p8w
270,270,852,71.88092295825159,8mH3y8KbYkL4QTjHC-7JrA
271,271,853,51.0593773512614,1aivsdF34-um1VB9g41J7g
272,272,854,73.17328866872545,5B1JfSfyOjgEhrnvYYdPsg
273,273,855,73.77480787627394,Rrk-KMj9_zFVPrteKjWHaw
274,274,856,75.76557967785828,ybzFrfZ4_a_a9JonCjpANw
275,275,857,71.00492566324256,24vJV8P1exaixBpSjoerHg
276,276,858,137.15678494975398,5rnp8opEC0gI6VLY2PeB8Q
277,277,859,32.04841765558469,rBed8y-4bIPTyiTWnmScxg
278,278,860,138.57458690733512,qv-xVpQuXDT6MJtTKu2u8Q
279,279,861,47.224358327079294,0dG59efWOX0TbPNCJjIHfA
280,280,862,49.180440183384896,2ZM_2jjaTin-HFfLmCq_0w
281,281,863,16.144602699179693,RrrH0zSwfYM-5rl-he1aWQ
282,282,864,90.56582283229618,uMOMbsdEc-bUrJ9UfKZ5Dg
283,283,865,43.742022969099274,fT8R4ygGO55yf0GVwWxqZw
284,284,866,1.6209268960922338,mqBfgmF9FYDv2XOhax_D8Q
285,285,867,11.16062888830893,SYqUTWvgYumWKuV7_5Ffkw
286,286,868,116.93617846429643,xq3K4fnSMwzEaOyapY43Ig
287,287,869,199.4241650709275,oXwWzGM4S37C4qy5QhYzxQ
288,288,870,133.63445650905362,GT32RlnYKQICR6bzHhGKJg
289,289,871,49.918392500040035,UyB6Bs-0r2T-spMsiZmCVA
290,290,872,77.61218951333656,f6uvFdQKst8mKli3QL2fMQ
291,291,873,56.46574855151698,SAJlsl_VkMizTrgcjRcYfg
292,292,874,212.52933190927257,A0lEtb7antn6hv8CKemLJw
293,293,875,30.172100647199244,AQ_nxT5L9Fmgid3J28FMNQ
294,294,876,112.42712811641172,fqUi-129F1ndtDDFPJiJVg
295,295,877,67.77604221442985,FzlBOIMobvSltMccEwKzHw
296,296,878,71.00492566324256,9dqAhaYP8QX3Y-5u8L7mSg
297,297,879,80.4097770723725,13dEfPpHq2FKvnY8Sk_siQ
298,298,880,46.84503047575907,Tq-BcVlTTfYiVUtWiZ2lXQ
299,299,881,102.33649760239568,owJQl3-KoFghIE5A7Axl0w
300,300,882,81.95165171619965,3kesQ2m4aZnyr4gunY3XFw
301,301,883,47.8448699669296,zI_fhfnLzMmlApvdzOLFUg
302,302,884,95.2224938542137,ocl6OG0z8L8UMX-cig6Wvw
303,303,885,46.27542250422764,V2LTLqRrB0vD-wwbNCM0Lw
304,304,886,19.51766287649018,qF7VNb1X9E4PnyJgbujG-Q
305,305,887,53.5656910106681,c8dH7GLwzGjwOzqB6CuDgg
306,306,888,49.056990204386004,zLzcj9m-Dwg0Kcx6dbj-6w
307,307,889,74.0731351546301,WB1FI5yncqUXylQuTzqz6A
308,308,890,66.45634553741071,EZ8zB6RCLWD1hV6trmHjBg
309,309,891,40.58047666458534,Oxsz1dj4qXZroD1LCS4WPw
310,310,892,35.289983874708355,PDQqJRxj90pGvHCkjVoZjg
311,311,893,135.36155299170915,DgSfAeWMNJfrDRmSE13cKg
312,312,894,56.46574855151698,eynuZ9kQgaa8n9wIN4QTDw
313,313,895,54.198076237489154,bbtzQNJp1ijf3rGTPVl32w
314,314,896,71.00492566324256,iAisQ5qrm-mObZ3dVBNKmg
315,315,897,40.877272335157926,lxbRHdPTcCDrnN-tVPUwww
316,316,898,182.84869375569733,KRE2dH_0gb7fR4f9BuyciQ
317,317,899,65.31304034297875,-yr-2LaZ7dEk9ihk--nKWg
318,318,900,85.56164629454669,NvySzXXXn9LbTdgZBbWbPw
319,319,901,196.81188979555577,gt9dGQmM-Fac-Qrek6Z3nw
320,320,902,110.88267870531841,nBmusALMzyQXmgfCi_v1nw
321,321,903,139.49001842183822,AzzvHbp-xse4fE-7MhllIw
322,322,904,152.05264199431298,wBIbMUE-yRceXJD25a0YhQ
323,323,905,63.577866606689355,nX-dgmbb60015HnhsNZnpQ
324,324,906,54.426111149336,h4AAsEi621kr654wu8Wcww
325,325,907,84.51728297948658,YZAWRWcxMgvcijI3eCsXIA
326,326,908,87.8030660192494,dpNDidQq6_GDd28CxfrCcg
327,327,909,58.64336573116093,RRiE4KimiuMCWVIlK0_cpg
328,328,910,50.772793803634606,ePjlOlelzmmI63T7wj4f6Q
329,329,911,173.20175395650608,DAX0Tm1QtSM1OTVJxmumjQ
330,330,912,12.963634103268154,i5pCVErBQNvFUFfp3CAfCA
331,331,913,122.9313117708637,vDEgRRDe0IIP0MuTaVtAlw
332,332,914,71.00492566324256,_96cOD-AIsyd9apOjj9G2A
333,333,915,84.04150207788382,xaKktalIK7dVtQH_X98DbA
334,334,916,71.00492566324256,BLjv27oqbJiNIzE0YW7bcA
335,335,917,45.54225795022558,21VBGo_vGogeQNzsDT5mJw
336,336,918,77.8920834435378,l1jjXZcUbw3D9KfDCwCuFQ
337,337,919,73.74802028455548,VR9PhlwWBzg8PnWcyoeACw
338,338,920,11.469971641911778,kBQbE5Nwzf79c0Jxxk7tbg
339,339,921,39.50834253901662,WaROl-DqCwRIdC0tluKhMg
340,340,922,54.856978983961795,v6Sf5myiIryLuQIk-nZCkg
341,341,923,83.17659391121995,uIYDf6qG9VrkvEfLLZq0UQ
342,342,924,68.86439250246339,7Pf0TFyGTpCu4zR5gtmyRw
343,343,925,123.03961778460823,YM9wxuEwmIjlW1G_0tXfJA
344,344,926,246.1589002210856,--rNP3BylzmF1CzGTJG4FQ
345,345,927,65.38726004576648,fV98HKCceuBHZ_fiZ5RHaQ
346,346,928,66.89481276154483,B-1I8LaDwYJo-hnIJNfggg
347,347,929,37.56593105337287,rxjOTXVplQjZCHh4td1DNg
348,348,930,71.00492566324256,3yjgwDDSGb1Fy9xSdDTLIw
349,349,931,103.06444948175371,cXpiqyMImw4CU7mRRD2nIQ
350,350,932,58.10680145494873,e5v1x4OnOaGU7bN_tGC7fg
351,351,933,58.742408826845406,pSkOJ6LFxz4TKQMnWIdkGA
352,352,934,52.79129592121368,8ZkHx9Av0L37_RKUxLwPQA
353,353,935,69.68033755158321,5lx65CWjcfVN6CKV9mTxQQ
354,354,936,46.78661653557541,kFQkWugox0XcmckLEcFcCw
355,355,937,214.39864879496798,AFZoPm3Ux2rmR_ajj5iQJg
356,356,938,30.26333996448985,qObfzyVtohgytDmkthcRMA
357,357,939,186.55571487416336,E7-R9bWu4eTxmQ3Na_sYow
358,358,940,21.37048782147711,v5SHMTEYFr9nraFY8kmRFA
359,359,941,148.25598791792518,Ev4Dof7Rx72ZBsaJTBvJxA
360,360,942,81.16391878097642,-0cRZi2NyUk-q27FFxMqSg
361,361,943,30.871702449283852,nqKPgsamKDJCVWZOZbn7RA
362,362,944,171.57540883116582,v9R3CvC60aay86M7dz0m2Q
363,363,945,22.07273601121097,5mBaU--To7r_kUBNlvdb4g
364,364,946,138.0252793686443,6K3MQSIUC4t-7xsgVctxQg
365,365,947,166.05541019153952,fAE95XczgQHd2FtKmZLR_Q
366,366,948,65.34576745187347,VsU8J4GnEKwbfBbfWU9x2Q
367,367,949,74.46671325083699,upqpZh2h31tnRwox9v5Wqg
368,368,950,63.32351860780482,LbLFZ8TqNds4YpGfSywChQ
369,369,951,41.356369558252176,igC1wZhesml_rTRYpwvvng
370,370,952,100.23072412707873,UBVcyjkirHqMb02JfPwZrw
371,371,953,6.140817007720687,64UsMtkfDVRgAU0ulbzlWw
372,372,954,49.47772647568619,Yk4CWrL_9D2eAoIf0nMaCA
373,373,955,89.18939857135919,6UVrVKRZ1Tg0pjrk9MzZzQ
374,374,956,222.20916120887958,tjQx0NnfmAwvzbBIvo21JA
375,375,957,61.39557382275943,5fgwwitZpTVhyWL0QAbFLw
376,376,958,26.23424136711634,-mQTUIQcdQnMqSDxmBaEPQ
377,377,959,97.4695031614796,K1MQ-9mHpD_EUTQoQHh96w
378,378,960,211.30150842608643,SMnrVzukg3fE5y-yQaVHNw
379,379,961,112.78215800258795,av51Uk_7VwvjpWvF4UilYA
380,380,962,67.44322228334028,FBU5iey0UMPsk5BSR9DqNA
381,381,963,49.619195159923095,bLaYzQRcD7MnMPJBBq__gw
382,382,964,20.032261585473,3BHQwcAmoibaz2PLhPPk9Q
383,383,965,32.128190791699296,Cgffq5DnRgVNWY7xCPU3mg
